RXCUI|INGREDIENT|ING_RXCUI
1044427|Acetaminophen|161
1044427|Hydrocodone|5489
1044433|Menthol|6750
1044442|pectin|32987
1044444|pectin|32987
1044472|southern bayberry pollen extract|867260
1044486|southern bayberry pollen extract|867260
1044488|western sycamore pollen extract|852750
1044490|western sycamore pollen extract|852750
1044492|annual bluegrass pollen extract|898404
1044510|white poplar pollen extract|852382
1044512|white poplar pollen extract|852382
1044521|cultivated rye grass pollen extract|1014774
1044524|Calcium Carbonate|1897
1044526|cultivated rye grass pollen extract|1014774
1044528|cultivated rye grass pollen extract|1014774
1044532|Calcium Carbonate|1897
1044540|Sodium Fluoride|9873
1044547|Sodium Fluoride|9873
1044575|Witch Hazel|89821
1044587|tesamorelin|1044584
1044591|tesamorelin|1044584
104490|Simvastatin|36567
104491|Simvastatin|36567
1044932|dimethicone|324072
1044936|dimethicone|324072
1044949|Dextromethorphan|3289
1044949|Guaifenesin|5032
1044949|Phenylephrine|8163
1044965|Zinc Oxide|11423
1044965|dimethicone|324072
1045003|chloroxylenol|20877
1045010|Menthol|6750
1045335|Benzocaine|1399
1045354|Dextromethorphan|3289
1045354|Guaifenesin|5032
1045354|Phenylephrine|8163
1045402|dasatinib|475342
1045404|dasatinib|475342
1045406|dasatinib|475342
1045408|dasatinib|475342
1045420|Benzethonium|1390
1045420|Zinc Oxide|11423
1045424|Benzethonium|1390
1045424|Petrolatum|8091
1045430|Benzethonium|1390
1045430|Zinc Oxide|11423
1045432|Lidocaine|6387
1045456|eribulin|1045453
1045460|eribulin|1045453
1045532|Benzocaine|1399
1045532|Dextromethorphan|3289
1045532|Menthol|6750
1045541|Benzocaine|1399
1045541|Dextromethorphan|3289
1045541|Menthol|6750
1045623|Clotrimazole|2623
1045632|mesquite pollen extract|852320
1046238|Chondroitin Sulfates|2473
1046238|Glucosamine|4845
1046242|Chondroitin Sulfates|2473
1046242|Glucosamine|4845
1046250|Petrolatum|8091
1046252|Petrolatum|8091
1046266|Naphazoline|7247
1046266|Pheniramine|8132
1046272|Naphazoline|7247
1046277|Salicylic Acid|9525
1046281|Salicylic Acid|9525
1046287|Polyvinyl Alcohol|8570
1046287|Povidone|8610
1046291|Naphazoline|7247
1046310|Benzalkonium|1378
1046351|Benzocaine|1399
1046351|Menthol|6750
1046353|Benzocaine|1399
1046353|Menthol|6750
1046378|Acetaminophen|161
1046378|Phenylephrine|8163
1046382|Acetaminophen|161
1046382|Phenylephrine|8163
1046384|Acetaminophen|161
1046384|Chlorpheniramine|2400
1046384|Dextromethorphan|3289
1046398|denosumab|993449
1046402|denosumab|993449
1046406|Amiodarone|703
1046408|Amiodarone|703
1046410|Amiodarone|703
1046442|Benzalkonium|1378
1046592|Naphazoline|7247
1046602|Naphazoline|7247
1046610|Naphazoline|7247
1046611|Naphazoline|7247
1046613|Naphazoline|7247
1046626|Dextromethorphan|3289
1046626|Guaifenesin|5032
1046630|Dextromethorphan|3289
1046630|Guaifenesin|5032
1046631|Dextromethorphan|3289
1046631|Guaifenesin|5032
1046643|Glycerin|4910
1046643|Naphazoline|7247
1046644|Glycerin|4910
1046644|Naphazoline|7247
1046644|Zinc Sulfate|39954
1046648|Naphazoline|7247
1046648|polyethylene glycol 300|8513
1046654|Naphazoline|7247
1046654|hypromellose|27334
1046698|Hexylresorcinol|5321
1046698|Menthol|6750
1046700|Glycerin|4910
1046700|Naphazoline|7247
1046707|Menthol|6750
1046707|methyl salicylate|29787
1046751|Acetaminophen|161
1046751|Diphenhydramine|3498
1046751|Phenylephrine|8163
1046770|Hyoscyamine|153970
1046771|Hyoscyamine|153970
1046775|Hyoscyamine|153970
1046779|Acetaminophen|161
1046779|Phenylephrine|8163
1046781|Acetaminophen|161
1046781|Chlorpheniramine|2400
1046781|Phenylephrine|8163
1046787|Atropine|1223
1046787|Phenobarbital|8134
1046787|Scopolamine|9601
1046787|Hyoscyamine|153970
1046799|Acetaminophen|161
1046799|Chlorpheniramine|2400
1046799|Phenylephrine|8163
1046815|Atropine|1223
1046815|Phenobarbital|8134
1046815|Scopolamine|9601
1046815|Hyoscyamine|153970
1046920|Nicotine|7407
1046924|Atropine|1223
1046924|Phenobarbital|8134
1046924|Scopolamine|9601
1046924|Hyoscyamine|153970
1046978|Atropine|1223
1046978|Phenobarbital|8134
1046978|Scopolamine|9601
1046978|Hyoscyamine|153970
1046982|Hyoscyamine|153970
1046984|Hyoscyamine|153970
1046985|Hyoscyamine|153970
1046986|Hyoscyamine|153970
104699|Diazepam|3322
1046997|Atropine|1223
1046997|Phenobarbital|8134
1046997|Scopolamine|9601
1046997|Hyoscyamine|153970
1046999|Atropine|1223
1046999|Phenobarbital|8134
1046999|Scopolamine|9601
1046999|Hyoscyamine|153970
104700|Diazepam|3322
104701|Diazepam|3322
1047040|Ethinyl Estradiol|4124
1047040|Norethindrone|7514
1047041|Ethinyl Estradiol|4124
1047041|Norethindrone|7514
1047087|Doxapram|3637
104719|Lorazepam|6470
1047437|Baclofen|1292
1047440|Baclofen|1292
1047444|Baclofen|1292
1047480|Camphor|1952
1047480|Menthol|6750
1047508|moxifloxacin|139462
1047511|Doxapram|3637
104775|Clozapine|2626
104776|Clozapine|2626
1047786|Methenamine|6832
1047786|Methylene blue|6878
1047786|phenyl salicylate|36122
1047786|Hyoscyamine|153970
1047786|Sodium Phosphate, Monobasic|235496
1047791|Methenamine|6832
1047791|Methylene blue|6878
1047791|phenyl salicylate|36122
1047791|Hyoscyamine|153970
1047791|Sodium Phosphate, Monobasic|235496
1047795|Methenamine|6832
1047795|Methylene blue|6878
1047795|phenyl salicylate|36122
1047795|Hyoscyamine|153970
1047795|Sodium Phosphate, Monobasic|235496
104781|Risperidone|35636
104782|Risperidone|35636
104783|Risperidone|35636
104784|Risperidone|35636
1047881|Hyoscyamine|153970
1047895|Hyoscyamine|153970
1047905|Hyoscyamine|153970
1047907|Hyoscyamine|153970
1047908|Hyoscyamine|153970
1047916|Hyoscyamine|153970
1047918|Hyoscyamine|153970
1048056|Hyoscyamine|153970
1048058|Hyoscyamine|153970
1048069|Benzocaine|1399
1048117|monofluorophosphate|52885
1048119|trolamine salicylate|38866
1048124|Atropine|1223
1048124|Chlorpheniramine|2400
1048124|Pseudoephedrine|8896
1048124|Scopolamine|9601
1048124|Hyoscyamine|153970
1048132|dyclonine|23744
1048134|dyclonine|23744
1048136|dyclonine|23744
1048138|dyclonine|23744
1048139|dyclonine|23744
1048141|dyclonine|23744
1048144|carbamide peroxide|47686
1048147|Atropine|1223
1048147|Phenobarbital|8134
1048147|Scopolamine|9601
1048147|Hyoscyamine|153970
1048281|dyclonine|23744
1048299|dyclonine|23744
1048302|dyclonine|23744
1048307|Methenamine|6832
1048307|Methylene blue|6878
1048307|phenyl salicylate|36122
1048307|Hyoscyamine|153970
1048307|Sodium Phosphate, Monobasic|235496
1048336|Methenamine|6832
1048336|Methylene blue|6878
1048336|phenyl salicylate|36122
1048336|Hyoscyamine|153970
1048336|Sodium Phosphate, Monobasic|235496
1048340|Methenamine|6832
1048340|Methylene blue|6878
1048340|phenyl salicylate|36122
1048340|Hyoscyamine|153970
1048340|Sodium Phosphate, Monobasic|235496
104836|Phenelzine|8123
1048366|Benzethonium|1390
1048366|dyclonine|23744
104837|Isocarboxazid|6011
104838|Tranylcypromine|10734
1048445|Colestipol|2685
1048447|Colestipol|2685
1048450|Colestipol|2685
1048452|Colestipol|2685
104849|Fluoxetine|4493
104884|Metoclopramide|6915
104885|nabilone|31447
104894|Ondansetron|26225
104895|Ondansetron|26225
104896|Ondansetron|26225
1048969|Petrolatum|8091
1048969|Zinc Oxide|11423
104897|Ondansetron|26225
1049072|Petrolatum|8091
1049074|Petrolatum|8091
1049075|Petrolatum|8091
1049080|Petrolatum|8091
1049086|Benzethonium|1390
1049086|Benzocaine|1399
1049091|Benzethonium|1390
1049091|Diphenhydramine|3498
1049091|Zinc Acetate|58295
1049093|Benzethonium|1390
1049094|Benzethonium|1390
1049095|Benzethonium|1390
1049108|Benzethonium|1390
1049108|Benzocaine|1399
1049110|Benzethonium|1390
1049110|Benzocaine|1399
1049111|Benzethonium|1390
1049123|Benzalkonium|1378
1049123|pramoxine|34347
1049127|Benzalkonium|1378
1049127|pramoxine|34347
1049137|Zinc Oxide|11423
1049137|cocoa butter|21389
1049143|Pseudoephedrine|8896
1049154|Pseudoephedrine|8896
1049156|Pseudoephedrine|8896
1049160|Pseudoephedrine|8896
1049162|Pseudoephedrine|8896
1049163|Pseudoephedrine|8896
1049167|Pseudoephedrine|8896
1049169|Pseudoephedrine|8896
1049176|Benzethonium|1390
1049176|Diphenhydramine|3498
1049176|Zinc Acetate|58295
1049179|Acetaminophen|161
1049179|Pseudoephedrine|8896
1049182|Phenylephrine|8163
1049184|Phenylephrine|8163
1049213|Benzalkonium|1378
1049213|Benzocaine|1399
1049214|Acetaminophen|161
1049214|Oxycodone|7804
1049216|Acetaminophen|161
1049216|Oxycodone|7804
1049221|Acetaminophen|161
1049221|Oxycodone|7804
1049223|Acetaminophen|161
1049223|Oxycodone|7804
1049224|Benzalkonium|1378
1049224|Benzocaine|1399
1049225|Acetaminophen|161
1049225|Oxycodone|7804
1049227|Acetaminophen|161
1049227|Oxycodone|7804
1049228|Benzalkonium|1378
1049250|Benzalkonium|1378
1049251|Acetaminophen|161
1049251|Oxycodone|7804
1049254|Benzalkonium|1378
1049260|Acetaminophen|161
1049260|Oxycodone|7804
1049278|Benzalkonium|1378
1049285|Benzalkonium|1378
1049289|Diphenhydramine|3498
1049306|Fructose|4570
1049306|Glucose|4850
1049306|sodium citrate|56466
1049374|Benzalkonium|1378
1049402|Benzalkonium|1378
1049404|Benzalkonium|1378
1049423|POLYETHYLENE GLYCOL 3350|221147
1049502|Oxycodone|7804
1049504|Oxycodone|7804
1049517|Pseudoephedrine|8896
1049529|Pseudoephedrine|8896
1049543|Oxycodone|7804
1049545|Oxycodone|7804
1049551|Pseudoephedrine|8896
1049565|Oxycodone|7804
1049574|Oxycodone|7804
1049576|Oxycodone|7804
1049580|Acetaminophen|161
1049580|Oxycodone|7804
1049586|Oxycodone|7804
1049589|Ibuprofen|5640
1049589|Oxycodone|7804
1049593|Oxycodone|7804
1049595|Oxycodone|7804
1049601|Oxycodone|7804
1049604|Oxycodone|7804
1049611|Oxycodone|7804
1049613|Oxycodone|7804
1049615|Oxycodone|7804
1049618|Oxycodone|7804
1049620|Oxycodone|7804
1049621|Oxycodone|7804
1049623|Oxycodone|7804
1049625|Acetaminophen|161
1049625|Oxycodone|7804
1049629|Menthol|6750
1049629|Zinc Oxide|11423
1049630|Diphenhydramine|3498
1049632|Diphenhydramine|3498
1049633|Diphenhydramine|3498
1049635|Acetaminophen|161
1049635|Oxycodone|7804
1049637|Acetaminophen|161
1049637|Oxycodone|7804
1049640|Acetaminophen|161
1049640|Oxycodone|7804
1049642|Acetaminophen|161
1049642|Oxycodone|7804
1049668|Pseudoephedrine|8896
1049670|Pseudoephedrine|8896
1049672|Pseudoephedrine|8896
1049678|Benzoyl Peroxide|1418
1049680|Benzoyl Peroxide|1418
1049682|Benzoyl Peroxide|1418
1049683|Oxycodone|7804
1049686|Oxycodone|7804
1049696|Oxycodone|7804
1049723|Diphenhydramine|3498
1049725|Diphenhydramine|3498
1049756|Benzalkonium|1378
1049756|Piperonyl Butoxide|8345
1049756|Pyrethrins|8991
1049759|Benzalkonium|1378
1049759|Piperonyl Butoxide|8345
1049759|Pyrethrins|8991
1049770|Pseudoephedrine|8896
1049777|Pseudoephedrine|8896
1049880|Diphenhydramine|3498
1049882|Diphenhydramine|3498
1049884|Diphenhydramine|3498
1049900|Diphenhydramine|3498
1049901|Diphenhydramine|3498
1049906|Diphenhydramine|3498
1049908|Diphenhydramine|3498
1049909|Diphenhydramine|3498
1049910|Diphenhydramine|3498
1050077|Diphenhydramine|3498
1050080|Diphenhydramine|3498
1050087|Camphor|1952
1050087|Menthol|6750
1050087|Petrolatum|8091
1050091|Camphor|1952
1050091|Menthol|6750
1050091|Petrolatum|8091
1050119|Pyrantel|8984
105018|lamotrigine|28439
105019|lamotrigine|28439
105028|gabapentin|25480
105029|gabapentin|25480
105030|gabapentin|25480
1050325|Methenamine|6832
1050325|Methylene blue|6878
1050325|Hyoscyamine|153970
1050325|Sodium Phosphate, Monobasic|235496
1050385|Acetaminophen|161
1050385|Diphenhydramine|3498
1050385|Phenylephrine|8163
1050394|Desoximetasone|3255
1050492|Ethinyl Estradiol|4124
1050492|drospirenone|11636
1050492|levomefolate|1592257
1050493|Ethinyl Estradiol|4124
1050493|drospirenone|11636
1050493|levomefolate|1592257
1050494|Ethinyl Estradiol|4124
1050494|drospirenone|11636
1050494|levomefolate|1592257
105050|Bromocriptine|1760
1050506|Pseudoephedrine|8896
1050511|Dextromethorphan|3289
1050511|Guaifenesin|5032
1050671|Undecylenate|314881
105071|Nicotine|7407
1051006|Benzoyl Peroxide|1418
105171|Cefadroxil|2177
105174|Cefotaxime|2186
1052358|Glycerin|4910
1052416|Acetaminophen|161
1052416|Aspirin|1191
1052416|Caffeine|1886
1052445|Acetaminophen|161
1052445|Magnesium Salicylate|52364
1052445|pamabrom|54365
1052462|Acetaminophen|161
1052462|Diphenhydramine|3498
1052466|Acetaminophen|161
1052466|Diphenhydramine|3498
1052467|Acetaminophen|161
1052467|Diphenhydramine|3498
105260|Azithromycin|18631
1052610|Benzethonium|1390
1052612|krill oil|880350
1052616|Benzocaine|1399
1052620|Allantoin|508
1052620|Benzocaine|1399
1052620|Camphor|1952
1052620|Petrolatum|8091
1052633|Benzocaine|1399
1052637|Acetaminophen|161
1052637|Pyrilamine|9009
1052637|pamabrom|54365
1052641|Acetaminophen|161
1052641|Pyrilamine|9009
1052641|pamabrom|54365
1052645|Acetaminophen|161
1052645|Diphenhydramine|3498
1052647|Acetaminophen|161
1052647|Doxylamine|3642
1052647|Phenylephrine|8163
1052658|etravirine|475969
1052660|etravirine|475969
1052670|Acetaminophen|161
1052670|Phenylephrine|8163
1052674|Acetaminophen|161
1052674|Phenylephrine|8163
1052678|Aspirin|1191
1052679|Acetaminophen|161
1052679|Chlorpheniramine|2400
1052679|Phenylephrine|8163
1052684|pramoxine|34347
1052690|Urea|11002
1052690|Lactate|114202
1052692|Urea|11002
1052692|Lactate|114202
1052696|policosanol|69440
1052744|Menthol|6750
1052760|magnesium citrate|52356
1052767|Phenylephrine|8163
105292|isoniazid|6038
1052928|Diphenhydramine|3498
1052928|Phenylephrine|8163
1052943|tetrahydrozoline|37935
1052949|Benzalkonium|1378
1052954|Petrolatum|8091
1053000|Petrolatum|8091
1053133|Naphazoline|7247
1053133|Polysorbate 80|8560
1053133|hypromellose|27334
1053133|Zinc Sulfate|39954
1053138|Diphenhydramine|3498
1053138|Zinc Acetate|58295
1053142|Diphenhydramine|3498
1053142|Zinc Acetate|58295
1053146|Mineral Oil|6972
1053146|Petrolatum|8091
1053148|Water|11295
1053158|Zinc Oxide|11423
1053158|dimethicone|324072
1053173|Water|11295
1053200|dimethicone|324072
1053207|Benzethonium|1390
1053239|Benzocaine|1399
1053241|Benzocaine|1399
1053258|Brompheniramine|1767
1053258|Phenylephrine|8163
1053262|Brompheniramine|1767
1053262|Phenylephrine|8163
105330|terbinafine|37801
1053327|Aspirin|1191
1053327|Caffeine|1886
1053339|Benzocaine|1399
1053346|Magnesium Sulfate|6585
1053386|Menthol|6750
1053386|dimethicone|324072
1053429|Water|11295
105347|Mebendazole|6672
1053590|Chlorpheniramine|2400
1053590|Pseudoephedrine|8896
1053605|Chlorpheniramine|2400
1053605|Pseudoephedrine|8896
1053618|Chlorpheniramine|2400
1053618|Pseudoephedrine|8896
1053624|Chlorpheniramine|2400
1053624|Pseudoephedrine|8896
1053647|Fentanyl|4337
1053651|Fentanyl|4337
1053652|Fentanyl|4337
1053654|Fentanyl|4337
1053655|Fentanyl|4337
1053657|Fentanyl|4337
1053658|Fentanyl|4337
1053660|Fentanyl|4337
1053661|Fentanyl|4337
1053663|Fentanyl|4337
1053664|Fentanyl|4337
1053666|Fentanyl|4337
1053697|Nystatin|7597
1053697|Triamcinolone|10759
1053741|Guaifenesin|5032
1053741|Pseudoephedrine|8896
1053741|chlophedianol|21254
1053753|Nystatin|7597
1053753|Triamcinolone|10759
1053852|Acetaminophen|161
1053852|Pyrilamine|9009
1053852|pamabrom|54365
1053859|Urea|11002
1053859|Lactate|114202
1053861|Urea|11002
1053861|Lactate|114202
105392|Dexamethasone|3264
105398|Hydrocortisone|5492
105446|Bromocriptine|1760
105450|Metyrapone|6923
105467|Alprostadil|598
105551|Busulfan|1828
105552|Carmustine|2105
105553|Chlorambucil|2346
105562|Melphalan|6718
105569|Dactinomycin|3100
105583|Fluorouracil|4492
105585|Methotrexate|6851
105586|Methotrexate|6851
105590|Thioguanine|10485
105602|hydroxyurea|5552
105607|Pentostatin|8011
105611|Azathioprine|1256
105630|Tamoxifen|10324
105641|Goserelin|50610
105648|Aldesleukin|70223
105686|Vitamin B 12|11248
105898|Naproxen|7258
105899|Naproxen|7258
105929|Piroxicam|8356
105930|Piroxicam|8356
106199|Urea|11002
106219|crotamiton|21766
106234|Hydrocortisone|5492
106234|Clioquinol|5942
106258|Hydrocortisone|5492
106302|Tretinoin|10753
106303|Tretinoin|10753
106309|Benzoyl Peroxide|1418
106310|Benzoyl Peroxide|1418
106315|Benzoyl Peroxide|1418
106336|Ketoconazole|6135
106339|Salicylic Acid|9525
106339|Sulfur|10223
106346|Mupirocin|42372
106351|silver sulfadiazine|9793
106366|sulconazole|37319
106387|Permethrin|33199
106675|ethanolamine oleate|24460
106834|Trimipramine|10834
106892|insulin, regular, human|253182
106892|insulin isophane|1605101
107047|Rabbit anti-human T-lymphocyte globulin|107044
107050|Rabbit anti-human T-lymphocyte globulin|107044
108204|Povidone-Iodine|8611
108395|ceftibuten|20492
108396|Zidovudine|11413
108513|Tacrolimus|42316
108514|Tacrolimus|42316
108515|Tacrolimus|42316
1085419|ubiquinol|39085
1085620|Petrolatum|8091
1085623|Petrolatum|8091
1085633|Triamcinolone|10759
1085636|Triamcinolone|10759
1085640|Triamcinolone|10759
1085644|Triamcinolone|10759
1085651|Petrolatum|8091
1085686|Triamcinolone|10759
1085721|Menthol|6750
1085721|methyl salicylate|29787
1085725|Menthol|6750
1085725|methyl salicylate|29787
1085728|Triamcinolone|10759
1085736|Triamcinolone|10759
1085738|Triamcinolone|10759
1085741|Triamcinolone|10759
1085745|Triamcinolone|10759
1085750|Triamcinolone|10759
1085752|Triamcinolone|10759
1085754|Triamcinolone|10759
1085756|Triamcinolone|10759
1085767|Triamcinolone|10759
1085773|Triamcinolone|10759
1085816|spinosad|299081
1085820|spinosad|299081
1085945|Diphenhydramine|3498
1085992|Triamcinolone|10759
1085994|Triamcinolone|10759
1085996|Triamcinolone|10759
1085998|Triamcinolone|10759
1086022|Zinc Oxide|11423
1086026|Hypochlorite|1483317
1086243|Sodium Fluoride|9873
1086243|potassium nitrate|34316
1086259|Triamcinolone|10759
1086309|Salicylic Acid|9525
1086309|Sulfur|10223
1086386|Glucose|4850
1086443|Chlorpheniramine|2400
1086443|Dextromethorphan|3289
1086443|Phenylephrine|8163
1086458|Aluminum Hydroxide|612
1086458|magnesium trisilicate|29170
